咪咕赛事,#genre#
1905电影网,http://xxwx.yoesun.com/xxw/1905电影网.php?id=1905电影网.php?id=1905
1905电影网,http://xxwx.yoesun.com/xxw/1905电影网.php?id=1905
1905电影网,http://xxwx.yoesun.com/xxw/1905电影网.php?id=1905电影网.php?id=1905

欢笑剧场,http://39.134.182.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230782/index.m3u8?fmt=ts2hls
都市剧场,http://39.134.182.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229280/index.m3u8?fmt=ts2hls
重温经典,http://39.134.182.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236434/index.m3u8?fmt=ts2hls
精品剧场,http://39.134.182.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221231330/index.m3u8?fmt=ts2hls
电子竞技,http://39.134.182.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228572/index.m3u8?fmt=ts2hls
Y+剧场,http://39.134.182.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229999/index.m3u8?fmt=ts2hls
风尚音乐,http://39.134.182.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228344/index.m3u8?fmt=ts2hls
高清娱乐,http://39.134.182.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228575/index.m3u8?fmt=ts2hls
亚洲影院,http://39.134.182.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228365/index.m3u8?fmt=ts2hls
欧美影院,http://39.134.182.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228384/index.m3u8?fmt=ts2hls
华数服务,http://39.134.182.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228564/index.m3u8?fmt=ts2hls
欢笑剧场,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230782/1/index.m3u8?fmt=ts2hls
都市剧场,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229280/1/index.m3u8?fmt=ts2hls
游戏风云,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229320/1/index.m3u8?fmt=ts2hls
Y+,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229999/1/index.m3u8?fmt=ts2hls
华数影院,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228564/1/index.m3u8?fmt=ts2hls
高清娱乐,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228575/1/index.m3u8?fmt=ts2hls
风尚音乐,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228344/1/index.m3u8?fmt=ts2hls
精品剧场,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228360/1/index.m3u8?fmt=ts2hls
精品剧场,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221231330/1/index.m3u8?fmt=ts2hls
亚洲影院,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228365/1/index.m3u8?fmt=ts2hls
欧美影院,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228384/1/index.m3u8?fmt=ts2hls
哒啵赛事,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236207/index.m3u8
黑莓电影,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236248/index.m3u8

家庭电影,#genre#
欢乐剧场,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236173/index.m3u8
古装剧场,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236240/index.m3u8
家庭剧场,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236206/index.m3u8
海外剧场,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236204/index.m3u8
军旅剧场,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236278/index.m3u8
爱情喜剧,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236179/index.m3u8
动作电影,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236183/index.m3u8
中国功夫,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236267/index.m3u8
惊悚悬疑,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236223/index.m3u8
明星大片,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236153/index.m3u8
潮妈辣婆,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236167/index.m3u8
怡伴健康,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236220/index.m3u8
军事评论,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236155/index.m3u8
武搏世界,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236247/index.m3u8
炫舞未来,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236230/index.m3u8
精品体育,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236300/index.m3u8
精品大剧,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236239/index.m3u8
精品记录,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236276/index.m3u8
金牌综艺,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236282/index.m3u8
农业致富,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236233/index.m3u8
戏剧Drama,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236208/index.m3u8
电影Movie,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236157/index.m3u8

精品剧场,http://39.134.182.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228360/index.m3u8?fmt=ts2hls
黑莓电影,http://39.134.182.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236248/index.m3u8
哒啵赛事,http://39.134.182.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236207/index.m3u8
动作电影,http://39.134.182.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236183/index.m3u8
家庭剧场,http://39.134.182.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236206/index.m3u8
惊悚悬疑,http://39.134.182.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236223/index.m3u8
精品大剧,http://39.134.182.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236239/index.m3u8
海外剧场,http://39.134.182.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236204/index.m3u8
军旅剧场,http://39.134.182.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236278/index.m3u8
古装剧场,http://39.134.182.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236240/index.m3u8
欢乐剧场,http://39.134.182.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236173/index.m3u8
爱情喜剧,http://39.134.182.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236179/index.m3u8
精品纪录,http://39.134.182.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236276/index.m3u8
精品体育,http://39.134.182.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236300/index.m3u8
武搏世界,http://39.134.182.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236247/index.m3u8
中国功夫,http://39.134.182.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236267/index.m3u8
金牌综艺,http://39.134.182.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236282/index.m3u8
炫舞未来,http://39.134.182.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236230/index.m3u8
农业致富,http://39.134.182.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236233/index.m3u8
军事评论,http://39.134.182.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236155/index.m3u8
潮妈辣婆,http://39.134.182.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236167/index.m3u8
怡伴健康,http://39.134.182.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236220/index.m3u8
Drama,http://39.134.182.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236208/index.m3u8
Movie,http://39.134.182.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236157/index.m3u8
测试片段,http://39.134.182.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230871/index.m3u8

爱看电影,#genre#
爱浪漫,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230005/396328931.smil/index.m3u8?fmt=ts2hls
爱浪漫,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230005/1/index.m3u8?fmt=ts2hls
爱院线,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230019/1/index.m3u8?fmt=ts2hls
爱喜剧,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230022/1/index.m3u8?fmt=ts2hls
爱科幻,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230025/1/index.m3u8?fmt=ts2hls
爱赛车,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230032/index.m3u8
爱旅行,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230052/index.m3u8
爱谍战,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230092/index.m3u8
爱悬疑,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230098/index.m3u8
爱历史,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230100/index.m3u8
爱经典,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230101/index.m3u8
爱体育,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230103/index.m3u8
爱科学,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221235603/1/index.m3u8?fmt=ts2hls
爱奇谈,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221235605/1/index.m3u8?fmt=ts2hls
爱幼教,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221235622/1/index.m3u8?fmt=ts2hls
爱玩具,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221235626/1/index.m3u8?fmt=ts2hls
爱动漫,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221235628/1/index.m3u8?fmt=ts2hls

爱科学,http://39.134.182.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221235603/index.m3u8?fmt=ts2hls
爱浪漫,http://39.134.182.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230005/index.m3u8?fmt=ts2hls
爱奇谈,http://39.134.182.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221235605/index.m3u8?fmt=ts2hls
爱动漫,http://39.134.182.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221235628/index.m3u8?fmt=ts2hls
爱科幻,http://39.134.182.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230025/index.m3u8?fmt=ts2hls
爱喜剧,http://39.134.182.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230022/index.m3u8?fmt=ts2hls
爱院线,http://39.134.182.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230019/index.m3u8?fmt=ts2hls
爱玩具,http://39.134.182.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221235626/index.m3u8?fmt=ts2hls
爱幼教,http://39.134.182.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221235622/index.m3u8?fmt=ts2hls
爱历史,http://39.134.182.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230100/index.m3u8
爱旅行,http://39.134.182.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230052/index.m3u8
爱体育,http://39.134.182.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230103/index.m3u8
爱赛车,http://39.134.182.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230032/index.m3u8
爱谍战,http://39.134.182.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230092/index.m3u8
爱悬疑,http://39.134.182.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230098/index.m3u8

重庆移动,#genre#
重庆卫视,https://hnyst.130519.xyz/000000001666/100000000100111108/1.m3u8?IASHttpSessionId=OTT
重庆新闻,https://hnyst.130519.xyz/000000001666/400000000100111014/1.m3u8?IASHttpSessionId=OTT
重庆影视,https://hnyst.130519.xyz/000000001666/400000000100111015/1.m3u8?IASHttpSessionId=OTT
社会与法,https://hnyst.130519.xyz/000000001666/400000000100111016/1.m3u8?IASHttpSessionId=OTT
时尚生活,https://hnyst.130519.xyz/000000001666/400000000100111017/1.m3u8?IASHttpSessionId=OTT
文体娱乐,https://hnyst.130519.xyz/000000001666/400000000100111018/1.m3u8?IASHttpSessionId=OTT
重庆农村,https://hnyst.130519.xyz/000000001666/400000000100111019/1.m3u8?IASHttpSessionId=OTT
重庆少儿,https://hnyst.130519.xyz/000000001666/400000000100111020/1.m3u8?IASHttpSessionId=OTT
重庆科教,https://hnyst.130519.xyz/000000001666/400000000100111021/1.m3u8?IASHttpSessionId=OTT
重庆汽摩,https://hnyst.130519.xyz/000000001666/400000000100111022/1.m3u8?IASHttpSessionId=OTT

CCTV16-4K,https://hnyst.130519.xyz/000000001666/100000000100111092/1.m3u8?IASHttpSessionId=OTT
CCTV1,https://hnyst.130519.xyz/000000001666/100000000100111211/1.m3u8?IASHttpSessionId=OTT
CCTV2,https://hnyst.130519.xyz/000000001666/100000000100111001/1.m3u8?IASHttpSessionId=OTT
CCTV3,https://hnyst.130519.xyz/000000001666/400000000100111057/1.m3u8?IASHttpSessionId=OTT
CCTV4,https://hnyst.130519.xyz/000000001666/100000000100111102/1.m3u8?IASHttpSessionId=OTT
CCTV5,https://hnyst.130519.xyz/000000001666/400000000100111058/1.m3u8?IASHttpSessionId=OTT
CCTV5+,https://hnyst.130519.xyz/000000001666/100000000100111103/1.m3u8?IASHttpSessionId=OTT
CCTV6,https://hnyst.130519.xyz/000000001666/400000000100111059/1.m3u8?IASHttpSessionId=OTT
CCTV7,https://hnyst.130519.xyz/000000001666/100000000100111007/1.m3u8?IASHttpSessionId=OTT
CCTV8,https://hnyst.130519.xyz/000000001666/400000000100111060/1.m3u8?IASHttpSessionId=OTT
CCTV9,https://hnyst.130519.xyz/000000001666/100000000100111009/1.m3u8?IASHttpSessionId=OTT
CCTV10,https://hnyst.130519.xyz/000000001666/100000000100111010/1.m3u8?IASHttpSessionId=OTT
CCTV11,https://hnyst.130519.xyz/000000001666/100000000100111011/1.m3u8?IASHttpSessionId=OTT
CCTV12,https://hnyst.130519.xyz/000000001666/100000000100111012/1.m3u8?IASHttpSessionId=OTT
CCTV13,https://hnyst.130519.xyz/000000001666/400000000100111009/1.m3u8?IASHttpSessionId=OTT
CCTV14,https://hnyst.130519.xyz/000000001666/100000000100111014/1.m3u8?IASHttpSessionId=OTT
CCTV15,https://hnyst.130519.xyz/000000001666/100000000100111015/1.m3u8?IASHttpSessionId=OTT
CCTV16,https://hnyst.130519.xyz/000000001666/100000000100111091/1.m3u8?IASHttpSessionId=OTT
CCTV17,https://hnyst.130519.xyz/000000001666/100000000100111016/1.m3u8?IASHttpSessionId=OTT
东方卫视,https://hnyst.130519.xyz/000000001666/100000000100111109/1.m3u8?IASHttpSessionId=OTT
东南卫视,https://hnyst.130519.xyz/000000001666/100000000100111110/1.m3u8?IASHttpSessionId=OTT
江苏卫视,https://hnyst.130519.xyz/000000001666/400000000100111026/1.m3u8?IASHttpSessionId=OTT
浙江卫视,https://hnyst.130519.xyz/000000001666/400000000100111027/1.m3u8?IASHttpSessionId=OTT
深圳卫视,https://hnyst.130519.xyz/000000001666/400000000100111029/1.m3u8?IASHttpSessionId=OTT
北京卫视,https://hnyst.130519.xyz/000000001666/400000000100111030/1.m3u8?IASHttpSessionId=OTT
山东卫视,https://hnyst.130519.xyz/000000001666/400000000100111031/1.m3u8?IASHttpSessionId=OTT
天津卫视,https://hnyst.130519.xyz/000000001666/400000000100111032/1.m3u8?IASHttpSessionId=OTT
贵州卫视,https://hnyst.130519.xyz/000000001666/400000000100111033/1.m3u8?IASHttpSessionId=OTT
四川卫视,https://hnyst.130519.xyz/000000001666/400000000100111034/1.m3u8?IASHttpSessionId=OTT
云南卫视,https://hnyst.130519.xyz/000000001666/400000000100111035/1.m3u8?IASHttpSessionId=OTT
广西卫视,https://hnyst.130519.xyz/000000001666/400000000100111036/1.m3u8?IASHttpSessionId=OTT
黑龙江卫视,https://hnyst.130519.xyz/000000001666/400000000100111037/1.m3u8?IASHttpSessionId=OTT
安徽卫视,https://hnyst.130519.xyz/000000001666/400000000100111038/1.m3u8?IASHttpSessionId=OTT
山西卫视,https://hnyst.130519.xyz/000000001666/400000000100111039/1.m3u8?IASHttpSessionId=OTT
江西卫视,https://hnyst.130519.xyz/000000001666/400000000100111040/1.m3u8?IASHttpSessionId=OTT
湖北卫视,https://hnyst.130519.xyz/000000001666/400000000100111041/1.m3u8?IASHttpSessionId=OTT
湖南卫视,https://hnyst.130519.xyz/000000001666/400000000100111047/1.m3u8?IASHttpSessionId=OTT
陕西卫视,https://hnyst.130519.xyz/000000001666/400000000100111043/1.m3u8?IASHttpSessionId=OTT
辽宁卫视,https://hnyst.130519.xyz/000000001666/400000000100111045/1.m3u8?IASHttpSessionId=OTT
内蒙古卫视,https://hnyst.130519.xyz/000000001666/400000000100111046/1.m3u8?IASHttpSessionId=OTT
广东卫视,https://hnyst.130519.xyz/000000001666/400000000100111048/1.m3u8?IASHttpSessionId=OTT
河南卫视,https://hnyst.130519.xyz/000000001666/400000000100111049/1.m3u8?IASHttpSessionId=OTT
河北卫视,https://hnyst.130519.xyz/000000001666/400000000100111050/1.m3u8?IASHttpSessionId=OTT
宁夏卫视,https://hnyst.130519.xyz/000000001666/400000000100111051/1.m3u8?IASHttpSessionId=OTT
甘肃卫视,https://hnyst.130519.xyz/000000001666/400000000100111052/1.m3u8?IASHttpSessionId=OTT
青海卫视,https://hnyst.130519.xyz/000000001666/400000000100111053/1.m3u8?IASHttpSessionId=OTT
新疆卫视,https://hnyst.130519.xyz/000000001666/400000000100111054/1.m3u8?IASHttpSessionId=OTT
西藏卫视,https://hnyst.130519.xyz/000000001666/400000000100111055/1.m3u8?IASHttpSessionId=OTT
吉林卫视,https://hnyst.130519.xyz/000000001666/100000000100111049/1.m3u8?IASHttpSessionId=OTT
康巴卫视,https://hnyst.130519.xyz/000000001666/1000000005000266002/1.m3u8?IASHttpSessionId=OTT
兵团卫视,https://hnyst.130519.xyz/000000001666/1000000005000266005/1.m3u8?IASHttpSessionId=OTT
厦门卫视,https://hnyst.130519.xyz/000000001666/1000000005000266006/1.m3u8?IASHttpSessionId=OTT
延边卫视,https://hnyst.130519.xyz/000000001666/1000000005000266008/1.m3u8?IASHttpSessionId=OTT
山东教育卫视,https://hnyst.130519.xyz/000000001666/100000000100111046/1.m3u8?IASHttpSessionId=OTT
金鹰卡通,https://hnyst.130519.xyz/000000001666/100000000100111044/1.m3u8?IASHttpSessionId=OTT
卡酷少儿,https://hnyst.130519.xyz/000000001666/100000000100111045/1.m3u8?IASHttpSessionId=OTT
优漫卡通,https://hnyst.130519.xyz/000000001666/100000000100111047/1.m3u8?IASHttpSessionId=OTT
哈哈炫动,https://hnyst.130519.xyz/000000001666/100000000100111048/1.m3u8?IASHttpSessionId=OTT
嘉佳卡通,https://hnyst.130519.xyz/000000001666/100000000100111077/1.m3u8?IASHttpSessionId=OTT
金鹰纪实,https://hnyst.130519.xyz/000000001666/100000000100111078/1.m3u8?IASHttpSessionId=OTT
中华美食,https://hnyst.130519.xyz/000000001666/100000000100111106/1.m3u8?IASHttpSessionId=OTT
CETV1,https://hnyst.130519.xyz/000000001666/400000000100111064/1.m3u8?IASHttpSessionId=OTT
CETV2,https://hnyst.130519.xyz/000000001666/100000000100111100/1.m3u8?IASHttpSessionId=OTT
CETV4,https://hnyst.130519.xyz/000000001666/100000000100111042/1.m3u8?IASHttpSessionId=OTT
北京纪实,https://hnyst.130519.xyz/000000001666/100000000100111076/1.m3u8?IASHttpSessionId=OTT
上海纪实,https://hnyst.130519.xyz/000000001666/100000000100111080/1.m3u8?IASHttpSessionId=OTT
CCTV网球,https://hnyst.130519.xyz/000000001666/400000000100111069/1.m3u8?IASHttpSessionId=OTT

求索科学,https://hnyst.130519.xyz/000000001666/6000000002000032344/1.m3u8?IASHttpSessionId=OTT
求索纪录,https://hnyst.130519.xyz/000000001666/6000000002000032052/1.m3u8?IASHttpSessionId=OTT
求索生活,https://hnyst.130519.xyz/000000001666/6000000002000003382/1.m3u8?IASHttpSessionId=OTT
求索动物,https://hnyst.130519.xyz/000000001666/6000000002000010046/1.m3u8?IASHttpSessionId=OTT
睛彩青少,https://hnyst.130519.xyz/000000001666/100000000100111101/1.m3u8?IASHttpSessionId=OTT
睛彩竞技,https://hnyst.130519.xyz/000000001666/1000000006000270001/1.m3u8?IASHttpSessionId=OTT
睛彩篮球,https://hnyst.130519.xyz/000000001666/1000000006000270002/1.m3u8?IASHttpSessionId=OTT
睛彩广场舞,https://hnyst.130519.xyz/000000001666/1000000006000270003/1.m3u8?IASHttpSessionId=OTT

重庆影视,#genre#
精彩影视,https://hnyst.130519.xyz/000000001666/6000000006000320630/1.m3u8?IASHttpSessionId=OTT
重庆移动,https://hnyst.130519.xyz/000000001666/400000000100111023/1.m3u8?IASHttpSessionId=OTT
欢笑剧场,https://hnyst.130519.xyz/000000001666/5000000007000010001/1.m3u8?IASHttpSessionId=OTT
华数4K,https://hnyst.130519.xyz/000000001666/6000000003000004748/1.m3u8?IASHttpSessionId=OTT
纯享4K,https://hnyst.130519.xyz/000000001666/100000000100111083/1.m3u8?IASHttpSessionId=OTT
都市剧场,https://hnyst.130519.xyz/000000001666/5000000002000004412/1.m3u8?IASHttpSessionId=OTT
动漫秀场,https://hnyst.130519.xyz/000000001666/5000000002000023636/1.m3u8?IASHttpSessionId=OTT
游戏风云,https://hnyst.130519.xyz/000000001666/5000000002000027005/1.m3u8?IASHttpSessionId=OTT
欢笑剧场,https://hnyst.130519.xyz/000000001666/5000000002000009455/1.m3u8?IASHttpSessionId=OTT
黑莓电影,https://hnyst.130519.xyz/000000001666/100000000100111064/1.m3u8?IASHttpSessionId=OTT
黑莓动画,https://hnyst.130519.xyz/000000001666/100000000100111054/1.m3u8?IASHttpSessionId=OTT
哒啵赛事,https://hnyst.130519.xyz/000000001666/100000000100111055/1.m3u8?IASHttpSessionId=OTT
超级综艺,https://hnyst.130519.xyz/000000001666/100000000100111002/1.m3u8?IASHttpSessionId=OTT
超级体育,https://hnyst.130519.xyz/000000001666/100000000100111004/1.m3u8?IASHttpSessionId=OTT
超级电影,https://hnyst.130519.xyz/000000001666/100000000100111006/1.m3u8?IASHttpSessionId=OTT
超级电视,https://hnyst.130519.xyz/000000001666/100000000100111008/1.m3u8?IASHttpSessionId=OTT
欢乐剧场,https://hnyst.130519.xyz/000000001666/100000000100111098/1.m3u8?IASHttpSessionId=OTT
古装剧场,https://hnyst.130519.xyz/000000001666/100000000100111056/1.m3u8?IASHttpSessionId=OTT
动作电影,https://hnyst.130519.xyz/000000001666/100000000100111057/1.m3u8?IASHttpSessionId=OTT
军旅剧场,https://hnyst.130519.xyz/000000001666/100000000100111058/1.m3u8?IASHttpSessionId=OTT
家庭剧场,https://hnyst.130519.xyz/000000001666/100000000100111059/1.m3u8?IASHttpSessionId=OTT
惊悚悬疑,https://hnyst.130519.xyz/000000001666/100000000100111060/1.m3u8?IASHttpSessionId=OTT
热播精选,https://hnyst.130519.xyz/000000001666/100000000100111061/1.m3u8?IASHttpSessionId=OTT
武搏世界,https://hnyst.130519.xyz/000000001666/100000000100111062/1.m3u8?IASHttpSessionId=OTT
精品综合,https://hnyst.130519.xyz/000000001666/100000000100111063/1.m3u8?IASHttpSessionId=OTT
爱情喜剧,https://hnyst.130519.xyz/000000001666/100000000100111065/1.m3u8?IASHttpSessionId=OTT
精品大剧,https://hnyst.130519.xyz/000000001666/100000000100111066/1.m3u8?IASHttpSessionId=OTT
金牌综艺,https://hnyst.130519.xyz/000000001666/100000000100111067/1.m3u8?IASHttpSessionId=OTT
军事评论,https://hnyst.130519.xyz/000000001666/100000000100111068/1.m3u8?IASHttpSessionId=OTT
农业致富,https://hnyst.130519.xyz/000000001666/100000000100111069/1.m3u8?IASHttpSessionId=OTT
精品纪录,https://hnyst.130519.xyz/000000001666/100000000100111070/1.m3u8?IASHttpSessionId=OTT
怡伴健康,https://hnyst.130519.xyz/000000001666/100000000100111071/1.m3u8?IASHttpSessionId=OTT
精品体育,https://hnyst.130519.xyz/000000001666/100000000100111074/1.m3u8?IASHttpSessionId=OTT
潮妈辣婆,https://hnyst.130519.xyz/000000001666/100000000100111075/1.m3u8?IASHttpSessionId=OTT
炫舞未来,https://hnyst.130519.xyz/000000001666/100000000100111081/1.m3u8?IASHttpSessionId=OTT
中国功夫,https://hnyst.130519.xyz/000000001666/100000000100111082/1.m3u8?IASHttpSessionId=OTT

爱情喜剧,http://[2409:8087:1a15:10d1::26]/PLTV/88888888/224/3221225533/1.m3u8
爱情喜剧,http://[2409:8087:1a15:10d1::36]/PLTV/88888888/224/3221225533/1.m3u8
超级电视,http://[2409:8087:1a15:10d1::02]/PLTV/88888888/224/3221225637/1.m3u8
超级电视,http://[2409:8087:1a15:10d1::04]/PLTV/88888888/224/3221225637/1.m3u8
超级电视,http://[2409:8087:1a15:10d1::12]/PLTV/88888888/224/3221225637/1.m3u8
超级电视,http://[2409:8087:1a15:10d1::20]/PLTV/88888888/224/3221225637/1.m3u8
超级电影,http://[2409:8087:1a15:10d1::04]/PLTV/88888888/224/3221225644/1.m3u8
超级电影,http://[2409:8087:1a15:10d1::06]/PLTV/88888888/224/3221225644/1.m3u8
超级电影,http://[2409:8087:1a15:10d1::08]/PLTV/88888888/224/3221225644/1.m3u8
超级电影,http://[2409:8087:1a15:10d1::10]/PLTV/88888888/224/3221225644/1.m3u8
超级电影,http://[2409:8087:1a15:10d1::12]/PLTV/88888888/224/3221225644/1.m3u8
超级电影,http://[2409:8087:1a15:10d1::14]/PLTV/88888888/224/3221225644/1.m3u8
超级电影,http://[2409:8087:1a15:10d1::20]/PLTV/88888888/224/3221225644/1.m3u8
超级体育,http://[2409:8087:1a15:10d1::04]/PLTV/88888888/224/3221225635/1.m3u8
超级综艺,http://[2409:8087:1a15:10d1::04]/PLTV/88888888/224/3221225642/1.m3u8
超级综艺,http://[2409:8087:1a15:10d1::20]/PLTV/88888888/224/3221225642/1.m3u8
潮妈辣婆,http://[2409:8087:1a15:10d1::20]/PLTV/88888888/224/3221225542/1.m3u8
